,Event ID,Date,Short Name,Name,Date Time,Fight Number,Fight ID,Card Segment,Referee,Result Type,Winner ID,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
77,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
78,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
79,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
80,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
82,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
83,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Alex Morono,Kalinn Williams,-345,285,"Houston, Texas, USA", USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.42,0.39,0.6,0.0,0.0
84,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,1,1171,Main Card,Dan Miragliotta,Scrambled,140000146.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
85,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,2,1170,Main Card,Jacob Montalvo,Scrambled,140000402.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
86,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,3,1167,Main Card,Jeff Rexroad,Scrambled,140000627.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
87,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,4,1166,Main Card,Kerry Hatley,Scrambled,140000178.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
88,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,5,1169,Main Card,Dan Miragliotta,Scrambled,140000173.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
89,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
90,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
91,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
92,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
94,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
95,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Lauren Murphy,Andrea Lee,260,-320,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,3,5.02,0.53,0.5,1.75,0.46,3.53,0.39,0.0,0.89,0.28
96,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,1,1171,Main Card,Dan Miragliotta,Scrambled,140000146.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
97,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,2,1170,Main Card,Jacob Montalvo,Scrambled,140000402.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
98,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,3,1167,Main Card,Jeff Rexroad,Scrambled,140000627.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
99,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,4,1166,Main Card,Kerry Hatley,Scrambled,140000178.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
100,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,5,1169,Main Card,Dan Miragliotta,Scrambled,140000173.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
101,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
102,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
103,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
104,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
106,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
107,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Miles Johns,Mario Bautista,-132,112,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,7.45,0.49,0.0,0.81,0.33,3.47,0.53,0.0,2.0,0.66
108,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,1,1171,Main Card,Dan Miragliotta,Scrambled,140000146.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
109,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,2,1170,Main Card,Jacob Montalvo,Scrambled,140000402.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
110,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,3,1167,Main Card,Jeff Rexroad,Scrambled,140000627.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
111,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,4,1166,Main Card,Kerry Hatley,Scrambled,140000178.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
112,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,5,1169,Main Card,Dan Miragliotta,Scrambled,140000173.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
113,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
114,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
115,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
116,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
118,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
119,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Domingo Pilarte,Journey Newson,-125,105,"Houston, Texas, USA", USA,Blue,False,Bantamweight,3,2.53,0.3,1.0,0.0,0.0,2.06,0.51,1.4,2.06,0.42
120,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,1,1171,Main Card,Dan Miragliotta,Scrambled,140000146.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
121,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,2,1170,Main Card,Jacob Montalvo,Scrambled,140000402.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
122,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,3,1167,Main Card,Jeff Rexroad,Scrambled,140000627.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
123,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,4,1166,Main Card,Kerry Hatley,Scrambled,140000178.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
124,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,5,1169,Main Card,Dan Miragliotta,Scrambled,140000173.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
125,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
126,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
127,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
128,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
130,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
131,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Andre Ewell,Jonathan Martinez,-133,113,"Houston, Texas, USA", USA,Red,False,Bantamweight,3,3.42,0.48,0.0,0.68,0.5,3.32,0.39,0.0,0.26,0.5
132,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,1,1171,Main Card,Dan Miragliotta,Scrambled,140000146.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,2,1170,Main Card,Jacob Montalvo,Scrambled,140000402.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,3,1167,Main Card,Jeff Rexroad,Scrambled,140000627.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,4,1166,Main Card,Kerry Hatley,Scrambled,140000178.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,5,1169,Main Card,Dan Miragliotta,Scrambled,140000173.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,6,1164,Prelims,Jacob Montalvo,Scrambled,140000353.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,7,1168,Prelims,Jeff Rexroad,Scrambled,140000517.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,8,1253,Prelims,Kerry Hatley,Scrambled,140000894.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,9,1252,Prelims,Dan Miragliotta,Scrambled,140000008.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,11,1263,Early Prelims,Kerry Hatley,Scrambled,140000419.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,105,2020-02-08,UFC 247,UFC 247: Jones vs. Reyes,2020-02-08T18:30:00,12,1298,Early Prelims,Jeff Rexroad,Scrambled,140000895.0,Austin Lingo,Youssef Zalel,-210,175,"Houston, Texas, USA", USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,1,1180,Main Card,Herb Dean,Scrambled,140000123.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
145,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,2,1179,Main Card,Jason Herzog,Scrambled,140000131.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
146,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,3,1174,Main Card,Joe Coca,Scrambled,140000067.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
147,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,4,1245,Main Card,Robert Romero,Scrambled,140000547.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
148,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,5,1173,Main Card,Herb Dean,Scrambled,140000226.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
149,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,6,1177,Main Card,Jason Herzog,Scrambled,140000071.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
150,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,7,1260,Prelims,Herb Dean,Scrambled,140000508.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
151,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,8,1178,Prelims,Joe Coca,Scrambled,140000115.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
152,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,9,1255,Prelims,Robert Romero,Scrambled,140000080.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
153,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,10,1175,Prelims,Jason Herzog,Scrambled,140000371.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
154,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,11,1254,Prelims,Joe Coca,Scrambled,140000325.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
155,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,12,1176,Prelims,Herb Dean,Scrambled,140000128.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
156,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,13,1315,Prelims,Robert Romero,Scrambled,140000060.0,Corey Anderson,Jan Blachowicz,-235,195,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,5,3.44,0.49,0.3,1.18,0.52,4.45,0.46,0.0,4.98,0.5
157,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,1,1180,Main Card,Herb Dean,Scrambled,140000123.0,Diego Sanchez,Michel Pereira,135,-155,"Rio Rancho, New Mexico, USA", USA,Red,False,Welterweight,3,2.26,0.44,0.0,1.79,0.4,2.75,0.38,0.9,1.62,0.25
158,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,2,1179,Main Card,Jason Herzog,Scrambled,140000131.0,Diego Sanchez,Michel Pereira,135,-155,"Rio Rancho, New Mexico, USA", USA,Red,False,Welterweight,3,2.26,0.44,0.0,1.79,0.4,2.75,0.38,0.9,1.62,0.25
159,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,3,1174,Main Card,Joe Coca,Scrambled,140000067.0,Diego Sanchez,Michel Pereira,135,-155,"Rio Rancho, New Mexico, USA", USA,Red,False,Welterweight,3,2.26,0.44,0.0,1.79,0.4,2.75,0.38,0.9,1.62,0.25
160,106,2020-02-15,UFC Fight Night,UFC Fight Night: Anderson vs. Blachowicz 2,2020-02-15T17:00:00,4,1245,Main Card,Robert Romero,Scrambled,140000547.0,Diego Sanchez,Michel Pereira,135,-155,"Rio Rancho, New Mexico, USA", USA,Red,False,Welterweight,3,2.26,0.44,0.0,1.79,0.4,2.75,0.38,0.9,1.62,0.25
